ab/fliegen "Vi (gliegt ab, flog ab, ist abgeflogen) 起飞"
Akaflieg "f 试飞"
Akaflieger "m 试飞员"
fliegen "Vi (fliegt, flog, ist geflogen) 飞, 飞行"
überfliegen "(überflog, hat überflogen)Vi 飞越, 飞过"
umfliegen "Vt 绕......飞行"
