ab/fertigen "Vt 办理(包裹, 行李运 寄, 准备车、船等)手续, 接待(顾 客)等"
an/fertigen "Vt 生产, 制作"
fertig "Adj 准备好的, 完成了的"
fertig/machen "Vt 结束, 完成"
fertigen "Vt 制作"
friedfertig "Adj 和气的, 温和的"
leichtfertig "Adj 草率的; 轻浮的"
rechtfertigen "Vt/+ sich ( + vor D) 辩解; 说明理由"
Rechtfertigung "f, -en 辩解, 辩护, 自我辩解, 辩白"
