ab/hängen "+von (hängt ab, hing ab, abgehangen) 依赖, 取决于"
abhängig "Adj 依赖的, 依附的, 从属的"
Anhänger "m, - 追随者, 拥护者; (汽车等的)拖车; (项链上的)垂饰; (行李上的)标签"
auf/hängen "Vt 挂起来;吊死; 把 ......强加给某人"
hängen "1.Vi (hängt, hing, gehangen) 挂着 2. Vt (hängt, hängte, gehängt) 将...悬挂"
herabhängen "Vi 垂下"
unabhängig "( + von D) Adj 独立自主的, 不受......制约的"
Unabhängigkeit "f 独立, 自主"
verhängen "Vt (+ über A) 蒙上; 实行"
Verhängnis "n, se 厄运; 灾难"
zusammen/hängen "Vi + mit D 相连接，相关联"
