ab/lösen "1. Vt 解开, 松开; 接替, 换班; 付清, 偿还; 揭下, 分开 2. + sich 交替"
auflösen "Vt 1. 解开, 解散 2. 溶液"
Auflösungsvermögen "n 分辨率"
aus/lösen "Vt 开动; 引起; 赎回"
erlösen "Vt 解救, 赎出"
Feuerlöscher "m, - 灭火器"
löschen "Vt 扑灭, 熄灭"
lösen "Vt 解决, 解答; 购买(票、卷等); 解开; 解除; 熔化"
