ab/kehren "1. Vt 扫除 2. + sich 转向"
ein/kehren "Vi 顺路访问; 休息"
Fernverkehr "m 远程交通; 长途通话"
Heimkehr "f 回家, 返乡; 回国"
heimkehren "Vi 回国, 回家"
kehren "Vt 打扫, 把...翻转过来"
Rückkehr "f, o. Pl 归来"
umgekehrt "Adj 相反"
Umkehr "f 转回, 回程; 悔改"
um/kehren "Vt 转回; 倒置; 翻转"
Verkehr "m, o. Pl 交通, 交往"
verkehren "1.Vi 行驶，mit jm 交往；2.Vt反转; 歪曲"
Verkehrsmittel "n, - 交通工具"
Verkehrszeichen "n, - 交通标志 "
verkehrt "Adj 颠倒的"
Vorkehrung "f, -en 预防手段, 预防措施"
wieder/kehren "Vi 返回; 再现"
zurück/kehren "Vi (返)回"
