ab/reißen "1. Vt 撕下; 穿破 2.Vi 拆 断"
dreißig "Num 三十"
ein/reißen "Vt 撕开"
hinreißen "Vt 使吸引"
reißen "(reißt, riß, hat/ist gerissen) 1. Vt 撕, 扯, 夺 2. Vi 断, 裂"
zerreißen "Vt (zerreißt, zerriß, zerrissen) 撕碎, 扯破, 扯断, 戳破"
