ab/melden "Vt (+ von D) / + sich 报 告, 通知"
an/melden "1.+sich 预约, 报名, 申 报 2. Vt 登记, 通知"
Anmeldung "f, -en 通知, 通报; 报名, 报到; 报名处"
Einwohnermeldeamt "n, ⸚er 户籍管理处"
melden "1. Vt 通知, 报道 2. + sich 报名, (举手)要求发言"
Rückmeldung "f, -en 回执; 回话; 反馈"
